1433386672,1,10
1433386723,3,10
1433386765,1,19
1433386791,1,35
1433386792,1,60
1433386843,1,9
1433386879,1,26
1433386915,1,24
1433386939,1,37
1433386991,2,8
1433386993,1,59
1433387017,1,36
1433387043,1,36
1433387044,1,60
1433387074,1,30
1433387123,1,11
1433387179,2,4
1433387181,1,59
1433387186,2,56
1433387232,1,14
1433387233,1,60
1433387289,2,5
1433387347,1,3
1433387348,1,60
1433387365,1,43
1433387380,1,45
1433387437,1,3
1433387439,1,59
1433387470,1,30
1433387475,1,55
1433387518,1,17
1433387522,1,56
1433387572,1,10
1433387622,1,11
1433387623,1,60
1433387671,1,12
1433387721,1,10
1433387772,1,10
1433387790,1,42
1433387833,1,17
1433387850,1,44
1433387883,1,27
1433387906,1,37
1433387916,1,52
1433387960,1,16
1433387986,1,34
1433388018,1,28
1433388078,4,1
1433388079,3,59
1433388080,2,59
1433388121,1,20
1433388137,1,45
1433388169,1,28
1433388173,1,57
1433388190,1,43
1433388242,1,9
1433388243,1,60
1433388299,1,4
1433388316,1,44
1433388367,1,10
1433388422,1,5
1433388479,1,4
1433388483,1,57
1433388536,1,8
1433388537,1,59
1433388544,1,53
1433388547,1,57
1433388586,1,22
1433388606,1,41
1433388623,1,44
1433388650,1,33
1433388706,2,5
1433388707,1,60
1433388741,1,26
1433388794,1,7
1433388796,1,59
1433388847,1,10
1433388889,1,18
1433388894,1,55
1433388947,1,8
1433388956,1,52
1433388980,1,37
1433388991,1,49
1433388996,1,56
1433389036,2,20
1433389043,1,54
1433389071,1,32
1433389123,1,8
1433389164,1,20
1433389174,1,50
1433389212,1,22
1433389257,1,15
1433389269,1,49
1433389315,1,16
1433389323,1,52
1433389336,1,47
1433389381,1,15
1433389422,1,19
1433389425,1,57
1433389428,1,57
1433389432,1,57
1433389443,1,49
1433389475,1,30
1433389491,1,45
1433389541,1,10
1433389595,1,6
1433389602,1,54
1433389620,1,44
1433389644,1,36
1433389694,1,10
1433389744,1,10
1433389763,1,41
1433389768,1,56
1433389788,1,41
1433389820,1,29
1433389821,1,60
1433389861,1,20
1433389915,1,7
1433389916,1,59
1433389948,1,29
1433389998,1,10
1433389999,1,59
1433390004,1,55
1433390026,1,38
1433390047,1,39
1433390103,1,5
1433390152,1,11
1433390184,1,28
1433390237,1,9
1433390247,1,50
1433390257,1,50
1433390309,1,9
1433390315,1,54
1433390320,1,56
1433390329,1,52
1433390387,1,3
1433390389,1,59
1433390391,1,58
1433390438,1,13
1433390490,1,8
1433390506,1,45
1433390514,1,52
1433390567,1,8
1433390612,1,16
1433390625,1,47
1433390644,1,41
1433390645,1,60
1433390657,1,48
1433390674,1,44
1433390701,1,34
1433390722,1,39
1433390729,1,53
1433390782,1,8
1433390784,1,58
1433390825,1,19
1433390829,1,56
1433390875,1,16
1433390925,1,10
1433390927,1,59
1433390976,1,11
1433390988,1,48
1433391005,1,44
1433391049,1,16
1433391055,1,55
1433391068,1,47
1433391097,1,31
1433391114,1,44
1433391154,1,22
1433391166,1,48
1433391195,1,32
1433391248,1,7
1433391302,1,7
1433391353,1,9
1433391408,1,6
1433391409,1,60
1433391460,1,10
1433391490,1,30
1433391522,1,28
1433391525,1,57
1433391543,1,42
1433391557,1,46
1433391558,1,60
1433391590,1,28
1433391634,1,17
1433391667,1,27
1433391721,1,6
1433391723,2,59
1433391774,1,10
1433391777,1,58
1433391828,1,9
1433391859,1,29
1433391870,1,49
1433391922,1,9
1433391967,1,15
1433391971,1,57
1433392022,1,9
1433392032,1,51
1433392084,2,10
1433392119,1,26
1433392134,1,46
1433392154,1,40
1433392159,1,56
1433392189,1,31
1433392245,1,6
1433392249,1,57
1433392261,1,49
1433392276,1,46
1433392297,1,39
1433392320,1,38
1433392334,1,46
1433392385,1,10
1433392394,1,51
1433392430,1,24
1433392467,1,23
1433392471,1,56
1433392523,1,9
1433392561,1,22
1433392586,1,35
1433392597,1,49
1433392609,1,48
1433392639,1,30
1433392657,1,42
1433392690,1,29
1433392743,1,8
1433392795,1,9
1433392798,1,58
1433392849,1,10
1433392899,1,11
1433392904,1,56
1433392954,2,10
1433392985,1,29
1433393036,1,10
1433393047,1,50
1433393105,2,2
1433393112,1,54
1433393166,1,7
1433393223,1,3
1433393231,1,52
1433393287,1,4
1433393297,1,51
1433393317,1,41
1433393344,1,33
1433393355,1,50
1433393408,1,7
1433393432,1,37
1433393481,1,12
1433393489,1,53
1433393494,1,56
1433393501,1,54
1433393530,1,32
1433393552,1,38
1433393583,1,29
1433393629,1,16
1433393633,1,57
1433393652,1,42
1433393653,1,60
1433393655,1,58
1433393707,1,9
1433393711,1,56
1433393750,1,22
1433393759,1,51
1433393785,1,35
1433393787,1,59
1433393837,1,10
1433393856,1,42
1433393886,1,30
1433393937,1,10
1433393989,1,9
1433393995,1,54
1433394005,1,50
1433394023,1,43
1433394068,1,15
1433394127,1,2
1433394128,2,59
1433394135,1,53
1433394189,2,6
1433394246,1,3
1433394247,1,60
1433394263,1,45
1433394308,2,17
1433394327,1,41
1433394380,1,7
1433394402,1,38
1433394457,1,6
1433394465,1,52
1433394470,1,56
1433394529,1,1
1433394530,1,60
1433394584,1,6
1433394595,1,51
1433394610,1,46
1433394616,1,55
1433394666,2,10
1433394723,1,3
1433394724,2,59
1433394782,1,4
1433394841,4,1
1433394842,1,60
1433394860,1,42
1433394866,1,54
1433394867,1,59
1433394877,1,51
1433394936,1,2
1433394937,1,59
1433394942,1,55
1433394947,1,55
1433395002,1,5
1433395003,1,60
1433395013,1,51
1433395026,1,48
1433395046,1,40
1433395097,1,10
1433395105,1,53
1433395111,1,55
1433395115,1,57
1433395134,1,42
1433395189,1,5
1433395219,1,31
1433395269,1,11
1433395296,2,33
1433395335,1,22
1433395387,1,8
1433395416,1,32
1433395466,1,10
1433395473,1,53
1433395493,1,40
1433395523,1,31
1433395544,1,40
1433395557,1,48
1433395589,1,29
1433395622,1,28
1433395672,2,10
1433395681,1,52
1433395736,1,6
1433395753,1,44
1433395809,1,4
1433395816,1,53
1433395873,1,3
1433395874,1,60
1433395928,1,7
1433395957,1,32
1433396014,3,3
1433396015,1,60
1433396039,1,36
1433396062,1,38
1433396121,1,1
1433396122,1,60
1433396181,4,1
1433396182,2,60
1433396202,1,40
1433396245,1,18
1433396293,1,12
1433396351,1,2
1433396352,1,60
1433396360,1,53
1433396399,1,22
1433396426,1,34
1433396473,1,13
1433396524,1,10
1433396527,1,57
1433396579,1,8
1433396597,1,42
1433396654,1,3
1433396655,1,59
1433396660,1,56
1433396673,1,48
1433396699,1,34
1433396754,1,5
1433396764,1,51
1433396769,1,56
1433396779,1,51
1433396786,1,53
1433396841,1,6
1433396891,2,10
1433396932,1,19
1433396985,2,8
1433396987,1,58
1433396997,1,51
1433397047,2,10
1433397048,1,60
1433397090,1,19
1433397145,1,6
1433397199,1,6
1433397256,1,3
1433397257,2,60
1433397312,1,6
1433397315,1,57
1433397353,1,23
1433397407,1,6
1433397413,1,55
1433397474,1,0
1433397529,1,5
1433397533,1,56
1433397578,1,16
1433397638,1,1
1433397639,1,60
1433397676,1,23
1433397734,1,2
1433397735,3,60
1433397740,1,56
1433397794,1,7
1433397851,1,4
1433397900,1,11
1433397911,1,50
1433397922,1,50
1433397926,1,56
1433397986,1,1
1433397990,1,57
1433398024,1,26
1433398072,1,13
1433398105,1,27
1433398138,1,27
1433398192,1,6
1433398251,1,2
1433398252,1,60
1433398253,1,60
1433398277,1,36
1433398326,1,11
1433398383,1,5
1433398391,1,53
1433398392,1,59
1433398421,1,31
1433398456,1,25
1433398488,1,28
1433398523,1,27
1433398541,1,42
1433398566,1,36
1433398619,1,7
1433398677,1,4
1433398678,1,59
1433398735,1,3
1433398736,1,59
1433398758,1,39
1433398794,1,25
1433398817,1,38
1433398854,1,25
1433398913,3,1
1433398954,1,20
1433399006,1,9
1433399015,1,51
1433399032,1,43
1433399049,1,44
1433399099,2,10
1433399102,1,58
1433399153,2,10
1433399203,1,10
1433399241,1,22
1433399252,1,50
1433399271,1,41
1433399298,1,34
1433399322,1,36
1433399323,1,60
1433399379,1,4
1433399381,1,58
1433399433,1,10
1433399484,1,9
1433399485,1,59
1433399497,1,49
1433399549,1,8
1433399572,1,37
1433399599,1,34
1433399652,1,8
1433399659,1,54
1433399711,1,8
1433399724,1,47
1433399765,1,20
1433399772,1,54
1433399822,1,10
1433399824,2,59
1433399843,1,41
1433399845,1,59
1433399853,1,52
1433399855,1,59
1433399910,1,6
1433399948,1,22
1433399975,1,33
1433399996,1,39
1433400051,1,5
1433400052,1,59
1433400108,1,5
1433400110,1,58
1433400115,1,55
1433400123,1,52
1433400140,1,43
1433400193,1,7
1433400196,1,58
1433400223,1,34
1433400277,1,6
1433400318,1,19
1433400379,1,1
1433400380,1,59
1433400387,1,54
1433400398,1,50
1433400457,1,1
1433400458,1,60
1433400515,1,4
1433400537,1,38
1433400592,1,5
1433400593,1,60
1433400648,1,5
1433400656,1,52
1433400713,1,4
1433400765,1,9
1433400810,1,15
1433400848,1,23
1433400907,2,1
1433400908,1,59
1433400910,1,59
1433400914,1,56
1433400929,1,46
1433400983,1,7
1433401003,1,40
1433401061,1,2
1433401062,2,60
1433401119,1,4
1433401168,1,12
1433401182,1,46
1433401190,1,52
1433401246,1,4
1433401305,1,2
1433401310,1,56
1433401365,1,5
1433401381,1,44
1433401389,1,53
1433401404,1,46
1433401411,1,53
1433401463,1,9
1433401493,1,31
1433401494,1,59
1433401521,1,34
1433401549,1,32
1433401550,1,60
1433401569,1,42
1433401620,1,10
1433401626,1,55
1433401655,1,31
1433401689,1,27
1433401692,1,58
1433401709,1,44
1433401760,1,9
1433401820,2,1
1433401821,3,60
1433401872,1,9
1433401933,3,0
1433401936,1,57
1433401987,1,9
1433402042,2,5
1433402091,1,12
1433402097,1,55
1433402117,1,41
1433402118,1,59
1433402124,1,55
1433402154,1,30
1433402183,1,32
1433402203,1,40
1433402228,1,35
1433402250,1,39
1433402276,1,35
1433402329,1,7
1433402357,1,32
1433402379,1,38
1433402411,1,29
1433402419,1,53
1433402450,1,29
1433402500,1,10
1433402501,1,59
1433402555,1,8
1433402609,1,7
1433402658,1,12
1433402709,1,11
1433402719,1,51
1433402724,1,56
1433402773,1,11
1433402833,2,0
1433402852,1,42
1433402908,1,4
1433402909,1,60
1433402915,1,54
1433402938,1,37
1433402970,1,28
1433402982,1,49
1433403016,1,27
1433403065,1,11
1433403121,1,5
1433403180,2,1
1433403181,1,60
1433403182,1,59
1433403186,1,56
1433403243,1,3
1433403262,1,42
1433403274,1,48
1433403289,1,45
1433403312,1,38
1433403367,1,6
1433403371,1,57
1433403389,1,42
1433403409,1,41
1433403462,1,7
1433403513,1,9
1433403569,1,5
1433403619,1,10
1433403622,1,58
1433403674,1,8
1433403727,1,8
1433403779,1,8
1433403831,1,8
1433403889,1,3
1433403896,1,53
1433403953,1,3
1433403955,1,59
1433403987,1,28
1433404044,1,4
1433404050,1,54
1433404103,1,7
1433404160,1,3
1433404161,2,60
1433404166,1,55
1433404197,1,30
1433404226,1,31
1433404268,1,18
1433404274,1,55
1433404321,1,14
1433404324,1,57
1433404341,1,44
1433404359,1,42
1433404421,1,0
1433404463,1,18
1433404524,4,0
1433404533,1,52
1433404550,1,43
1433404560,1,51
1433404612,2,9
1433404622,1,52
1433404624,1,58
1433404679,1,6
1433404731,1,8
1433404791,3,1
1433404792,1,60
1433404843,1,9
1433404900,1,4
1433404908,1,53
1433404938,1,31
1433404977,1,21
1433405035,1,2
1433405036,1,60
1433405042,1,55
1433405067,1,35
1433405122,1,7
1433405143,1,39
1433405203,2,0
1433405246,1,18
1433405291,1,15
1433405351,1,0
1433405357,1,55
1433405378,1,39
1433405439,3,0
1433405468,1,32
1433405529,1,0
1433405588,1,2
1433405631,1,18
1433405634,1,57
1433405666,1,28
1433405714,1,13
1433405765,1,9
1433405817,1,8
1433405874,1,4
1433405930,2,4
1433405931,3,60
1433405973,1,19
1433406025,1,9
1433406080,1,5
1433406140,2,0
1433406141,1,60
1433406198,1,4
1433406256,1,2
1433406310,1,8
1433406368,1,2
1433406369,1,59
1433406405,1,24
1433406438,1,28
1433406500,3,0
1433406501,1,60
1433406547,1,14
1433406606,2,1
1433406634,1,34
1433406671,1,23
1433406680,1,52
1433406691,1,50
1433406719,1,32
1433406741,1,38
1433406764,1,37
1433406770,1,54
1433406831,2,0
1433406883,1,9
1433406897,1,46
1433406901,1,56
1433406953,1,8
1433406968,1,46
1433407023,1,5
1433407081,1,2
1433407139,1,3
1433407140,1,59
1433407158,1,42
1433407173,1,45
1433407231,3,2
1433407232,1,60
1433407233,1,59
1433407292,1,2
1433407320,1,33
1433407367,1,13
1433407383,1,44
1433407392,1,51
1433407409,1,44
1433407437,1,32
1433407496,2,1
1433407499,1,57
1433407527,1,32
1433407587,2,1
1433407645,1,2
1433407656,1,49
1433407712,1,4
1433407726,1,48
1433407782,1,4
1433407797,1,46
1433407855,2,2
1433407874,1,42
1433407934,1,2
1433407992,1,2
1433408054,2,0
1433408055,1,59
1433408095,1,20
1433408142,1,13
1433408195,1,8
1433408253,1,2
1433408255,1,58
1433408312,1,4
1433408315,1,57
1433408370,1,5
1433408430,1,0
1433408431,2,59
1433408434,1,57
1433408435,1,59
1433408440,1,56
1433408447,1,53
1433408501,1,6
1433408505,1,56
1433408507,1,59
1433408562,1,5
1433408586,1,37
1433408641,2,6
1433408695,1,6
1433408745,1,10
1433408802,1,4
1433408807,1,56
1433408860,1,7
1433408918,1,3
1433408922,1,57
1433408970,1,12
1433408972,1,59
1433408993,1,39
1433409046,1,7
1433409088,1,19
1433409118,1,30
1433409178,1,0
1433409183,1,56
1433409240,1,4
1433409290,1,10
1433409340,1,10
1433409401,1,0
1433409402,1,59
1433409463,1,0
1433409492,1,31
1433409544,1,9
1433409602,1,2
